CustomerID,Tenure,InternetService,Contract,MonthlyCharges,TotalCharges,PaymentMethod,Churn,TenureBucket,HighRiskCustomer,RevenueSegment
C02091,34,no internet,month-to-month,82.14,3172.77,electronic check,no,25-48 Months,No,High Value
C02092,8,dsl,month-to-month,94.58,706.8,credit card,yes,0-12 Months,No,High Value
C02093,25,fiber optic,one year,70.39,1822.44,electronic check,no,25-48 Months,No,Medium Value
C02094,11,dsl,month-to-month,76.28,958.88,bank transfer,no,0-12 Months,No,Medium Value
C02095,68,dsl,two year,87.72,5745.38,credit card,no,49-72 Months,No,High Value
C02096,7,fiber optic,month-to-month,40.02,291.39,electronic check,no,0-12 Months,Yes,Medium Value
C02097,72,fiber optic,two year,24.88,1732.82,electronic check,no,49-72 Months,No,Low Value
C02098,41,no internet,month-to-month,107.67,4318.7,bank transfer,yes,25-48 Months,No,High Value
C02099,35,fiber optic,one year,70.21,2669.33,credit card,no,25-48 Months,No,Medium Value
C02100,72,no internet,month-to-month,53.09,3666.57,electronic check,yes,49-72 Months,No,Medium Value
C02101,58,fiber optic,one year,62.74,3407.43,electronic check,no,49-72 Months,No,Medium Value
C02102,25,dsl,two year,86.7,1856.39,bank transfer,no,25-48 Months,No,High Value
C02103,47,unknown,one year,64.42,3317.74,electronic check,no,25-48 Months,No,Medium Value
C02104,42,no internet,month-to-month,96.09,4387.3,electronic check,no,25-48 Months,No,High Value
C02105,62,dsl,month-to-month,29.5,2006.78,bank transfer,no,49-72 Months,No,Low Value
C02106,0,fiber optic,two year,28.7,30.6,bank transfer,no,0-12 Months,No,Low Value
C02107,53,dsl,one year,47.71,2815.75,mailed check,no,49-72 Months,No,Medium Value
C02108,57,dsl,one year,90.54,5374.45,electronic check,no,49-72 Months,No,High Value
C02109,10,fiber optic,month-to-month,84.35,738.95,credit card,yes,0-12 Months,Yes,High Value
C02110,68,dsl,month-to-month,22.69,1430.51,electronic check,no,49-72 Months,No,Low Value
C02111,53,fiber optic,month-to-month,100.59,5611.67,bank transfer,no,49-72 Months,No,High Value
C02112,60,dsl,month-to-month,51.02,3031.09,mailed check,no,49-72 Months,No,Medium Value
C02113,48,fiber optic,month-to-month,70.21,1403.99,mailed check,no,25-48 Months,No,Medium Value
C02114,54,dsl,month-to-month,107.95,5603.12,credit card,no,49-72 Months,No,High Value
C02115,62,dsl,two year,86.17,4837.88,credit card,no,49-72 Months,No,High Value
C02116,68,no internet,one year,44.3,2834.28,bank transfer,no,49-72 Months,No,Medium Value
C02117,34,fiber optic,month-to-month,83.66,2800.23,electronic check,yes,25-48 Months,No,High Value
C02118,72,dsl,two year,51.47,3903.12,credit card,no,49-72 Months,No,Medium Value
C02119,10,fiber optic,two year,82.04,745.97,credit card,yes,0-12 Months,No,High Value
C02120,3,fiber optic,one year,121.93,395.37,credit card,yes,0-12 Months,No,High Value
C02121,71,fiber optic,two year,73.66,5485.74,bank transfer,no,49-72 Months,No,Medium Value
C02122,50,fiber optic,one year,68.07,3424.13,credit card,no,49-72 Months,No,Medium Value
C02123,63,fiber optic,month-to-month,42.85,3040.28,electronic check,no,49-72 Months,No,Medium Value
C02124,44,fiber optic,month-to-month,81.26,3598.99,credit card,yes,25-48 Months,No,High Value
C02125,65,fiber optic,one year,77.03,5285.81,credit card,no,49-72 Months,No,Medium Value
C02126,28,dsl,month-to-month,60.43,1804.16,electronic check,no,25-48 Months,No,Medium Value
C02127,5,fiber optic,two year,41.8,189.02,credit card,yes,0-12 Months,No,Medium Value
C02128,11,no internet,month-to-month,76.34,839.74,bank transfer,yes,0-12 Months,No,Medium Value
C02129,15,fiber optic,month-to-month,47.0,747.49,bank transfer,yes,13-24 Months,No,Medium Value
C02130,45,no internet,month-to-month,54.26,2616.25,electronic check,no,25-48 Months,No,Medium Value
C02131,1,fiber optic,two year,23.52,21.14,electronic check,no,0-12 Months,No,Low Value
C02132,39,dsl,one year,80.58,2957.06,electronic check,no,25-48 Months,No,High Value
C02133,4,fiber optic,month-to-month,73.13,281.85,credit card,yes,0-12 Months,Yes,Medium Value
C02134,46,dsl,one year,76.12,3656.66,bank transfer,yes,25-48 Months,No,Medium Value
C02135,19,no internet,one year,49.92,1057.44,electronic check,no,13-24 Months,No,Medium Value
C02136,62,dsl,two year,48.33,3165.52,credit card,no,49-72 Months,No,Medium Value
C02137,11,dsl,two year,35.65,360.04,mailed check,no,0-12 Months,No,Low Value
C02139,29,fiber optic,month-to-month,57.58,1746.75,electronic check,yes,25-48 Months,No,Medium Value
C02140,19,no internet,one year,53.57,976.5,electronic check,yes,13-24 Months,No,Medium Value
C02141,69,no internet,month-to-month,75.3,4535.94,bank transfer,yes,49-72 Months,No,Medium Value
C02142,8,dsl,one year,94.56,740.13,credit card,no,0-12 Months,No,High Value
C02143,2,dsl,two year,60.34,129.19,electronic check,yes,0-12 Months,No,Medium Value
C02144,19,no internet,month-to-month,41.98,849.18,electronic check,no,13-24 Months,No,Medium Value
C02145,61,fiber optic,month-to-month,106.65,7057.9,electronic check,no,49-72 Months,No,High Value
C02146,36,dsl,one year,34.39,1185.48,credit card,no,25-48 Months,No,Low Value
C02147,56,fiber optic,month-to-month,43.3,2115.17,credit card,yes,49-72 Months,No,Medium Value
C02148,16,dsl,two year,54.53,990.54,electronic check,no,13-24 Months,No,Medium Value
C02149,14,no internet,two year,67.18,887.52,bank transfer,no,13-24 Months,No,Medium Value
C02150,18,dsl,two year,66.08,1175.93,bank transfer,no,13-24 Months,No,Medium Value
C02151,49,fiber optic,one year,16.09,835.84,credit card,no,49-72 Months,No,Low Value
C02152,22,no internet,month-to-month,84.23,2076.93,credit card,yes,13-24 Months,No,High Value
C02153,23,fiber optic,month-to-month,35.38,693.58,electronic check,no,13-24 Months,No,Low Value
C02154,26,dsl,one year,60.09,1573.09,bank transfer,no,25-48 Months,No,Medium Value
C02155,22,dsl,two year,48.61,1126.14,electronic check,no,13-24 Months,No,Medium Value
C02156,10,fiber optic,two year,76.44,691.46,unknown,no,0-12 Months,No,Medium Value
C02157,71,fiber optic,two year,46.83,3449.18,electronic check,no,49-72 Months,No,Medium Value
C02158,23,dsl,month-to-month,63.29,1556.4,mailed check,no,13-24 Months,No,Medium Value
C02159,9,no internet,month-to-month,46.21,428.61,electronic check,yes,0-12 Months,No,Medium Value
C02160,32,no internet,two year,44.9,1414.54,mailed check,no,25-48 Months,No,Medium Value
C02161,12,dsl,month-to-month,70.21,940.99,electronic check,yes,0-12 Months,No,Medium Value
C02162,27,fiber optic,one year,91.58,2649.67,electronic check,yes,25-48 Months,No,High Value
C02163,68,fiber optic,two year,62.93,4046.66,electronic check,no,49-72 Months,No,Medium Value
C02164,16,fiber optic,month-to-month,60.44,1073.2,bank transfer,yes,13-24 Months,No,Medium Value
C02165,35,fiber optic,month-to-month,70.21,2111.42,mailed check,yes,25-48 Months,No,Medium Value
C02166,19,no internet,month-to-month,71.77,1512.81,bank transfer,yes,13-24 Months,No,Medium Value
C02167,67,dsl,month-to-month,123.85,8607.92,electronic check,no,49-72 Months,No,High Value
C02168,27,dsl,month-to-month,49.84,1160.7,credit card,no,25-48 Months,No,Medium Value
C02169,53,fiber optic,two year,41.94,2138.3,credit card,no,49-72 Months,No,Medium Value
C02170,61,unknown,month-to-month,78.64,4229.87,electronic check,no,49-72 Months,No,Medium Value
C02171,15,fiber optic,two year,77.69,1117.77,bank transfer,no,13-24 Months,No,Medium Value
C02172,52,unknown,month-to-month,88.23,3970.2,electronic check,no,49-72 Months,No,High Value
C02173,29,dsl,month-to-month,55.79,1807.97,electronic check,no,25-48 Months,No,Medium Value
C02174,31,fiber optic,two year,78.84,2361.02,electronic check,yes,25-48 Months,No,Medium Value
C02175,45,fiber optic,month-to-month,78.77,4031.24,electronic check,yes,25-48 Months,No,Medium Value
C02176,25,fiber optic,one year,106.62,3043.79,bank transfer,no,25-48 Months,No,High Value
C02177,2,dsl,one year,85.13,181.94,bank transfer,no,0-12 Months,No,High Value
C02178,9,dsl,month-to-month,110.27,932.59,electronic check,no,0-12 Months,No,High Value
C02179,36,fiber optic,month-to-month,61.89,2559.73,credit card,yes,25-48 Months,No,Medium Value
C02180,43,no internet,one year,88.15,4001.52,electronic check,no,25-48 Months,No,High Value
C02181,27,no internet,two year,129.68,3674.11,electronic check,no,25-48 Months,No,High Value
C02182,12,fiber optic,one year,70.63,818.13,bank transfer,no,0-12 Months,No,Medium Value
C02183,17,fiber optic,one year,94.45,1387.35,credit card,no,13-24 Months,No,High Value
C02184,65,dsl,one year,73.13,5456.67,bank transfer,no,49-72 Months,No,Medium Value
C02185,68,fiber optic,month-to-month,72.79,4476.64,electronic check,no,49-72 Months,No,Medium Value
C02186,47,fiber optic,two year,43.33,1878.12,bank transfer,no,25-48 Months,No,Medium Value
C02187,17,no internet,two year,74.77,1418.51,mailed check,no,13-24 Months,No,Medium Value
C02188,43,fiber optic,two year,64.8,3059.16,mailed check,no,25-48 Months,No,Medium Value
C02189,36,dsl,one year,64.02,2018.57,electronic check,no,25-48 Months,No,Medium Value
C02190,58,fiber optic,two year,71.56,3945.9,credit card,no,49-72 Months,No,Medium Value
C02191,48,dsl,month-to-month,70.21,4500.72,bank transfer,yes,25-48 Months,No,Medium Value
C02192,57,no internet,two year,49.72,2791.33,electronic check,no,49-72 Months,No,Medium Value
C02193,10,dsl,two year,108.04,1175.46,credit card,no,0-12 Months,No,High Value
C02194,34,fiber optic,month-to-month,89.65,2929.7,mailed check,yes,25-48 Months,No,High Value
C02195,28,fiber optic,one year,29.58,744.83,electronic check,no,25-48 Months,No,Low Value
C02196,63,dsl,month-to-month,68.65,4512.43,mailed check,yes,49-72 Months,No,Medium Value
C02197,64,dsl,month-to-month,80.92,5613.15,credit card,no,49-72 Months,No,High Value
C02198,60,dsl,two year,78.57,4668.23,electronic check,no,49-72 Months,No,Medium Value
C02199,51,fiber optic,month-to-month,15.0,679.83,electronic check,yes,49-72 Months,No,Low Value
C02200,68,fiber optic,one year,52.89,3806.82,credit card,no,49-72 Months,No,Medium Value
C02201,20,dsl,two year,92.99,1761.44,credit card,no,13-24 Months,No,High Value
C02202,64,dsl,month-to-month,55.45,3312.8,electronic check,yes,49-72 Months,No,Medium Value
C02203,23,fiber optic,one year,60.6,1583.67,electronic check,no,13-24 Months,No,Medium Value
C02204,63,dsl,one year,53.91,3884.03,credit card,no,49-72 Months,No,Medium Value
C02205,56,fiber optic,two year,89.03,4292.37,bank transfer,no,49-72 Months,No,High Value
C02206,5,fiber optic,month-to-month,101.61,571.76,electronic check,yes,0-12 Months,Yes,High Value
C02207,18,fiber optic,month-to-month,67.68,1110.96,bank transfer,no,13-24 Months,No,Medium Value
C02208,67,fiber optic,month-to-month,125.87,9188.77,electronic check,yes,49-72 Months,No,High Value
C02209,4,dsl,one year,26.29,109.98,credit card,no,0-12 Months,No,Low Value
C02211,17,fiber optic,month-to-month,100.88,1490.17,mailed check,no,13-24 Months,No,High Value
C02212,8,dsl,two year,73.07,540.76,credit card,no,0-12 Months,No,Medium Value
C02213,33,fiber optic,month-to-month,45.82,1565.43,mailed check,yes,25-48 Months,No,Medium Value
C02214,30,fiber optic,month-to-month,67.57,2303.14,electronic check,no,25-48 Months,No,Medium Value
C02215,38,dsl,month-to-month,54.87,1787.23,electronic check,no,25-48 Months,No,Medium Value
C02216,16,dsl,two year,73.49,1271.39,bank transfer,no,13-24 Months,No,Medium Value
C02217,48,fiber optic,month-to-month,58.31,2909.79,mailed check,no,25-48 Months,No,Medium Value
C02218,46,unknown,month-to-month,30.57,1485.3,electronic check,no,25-48 Months,No,Low Value
C02219,48,fiber optic,month-to-month,76.1,3609.54,credit card,yes,25-48 Months,No,Medium Value
C02220,35,fiber optic,one year,100.81,3226.53,electronic check,yes,25-48 Months,No,High Value
C02221,8,fiber optic,month-to-month,44.6,331.22,credit card,yes,0-12 Months,Yes,Medium Value
C02222,35,no internet,month-to-month,72.23,2264.94,electronic check,no,25-48 Months,No,Medium Value
C02223,70,fiber optic,one year,61.65,4822.75,credit card,no,49-72 Months,No,Medium Value
C02224,65,dsl,month-to-month,63.35,4186.37,electronic check,no,49-72 Months,No,Medium Value
C02225,65,fiber optic,month-to-month,75.19,5570.59,electronic check,no,49-72 Months,No,Medium Value
C02226,11,fiber optic,one year,37.77,440.01,electronic check,no,0-12 Months,No,Low Value
C02227,41,dsl,month-to-month,73.08,3321.51,mailed check,no,25-48 Months,No,Medium Value
C02228,3,fiber optic,month-to-month,84.85,239.27,mailed check,yes,0-12 Months,Yes,High Value
C02229,35,fiber optic,month-to-month,113.85,4092.16,credit card,yes,25-48 Months,No,High Value
C02230,54,fiber optic,month-to-month,46.2,2543.02,electronic check,no,49-72 Months,No,Medium Value
C02231,38,dsl,two year,57.21,2323.18,credit card,no,25-48 Months,No,Medium Value
C02232,4,fiber optic,month-to-month,61.04,208.09,credit card,no,0-12 Months,Yes,Medium Value
C02233,54,fiber optic,one year,39.12,2004.58,electronic check,no,49-72 Months,No,Low Value
C02234,25,no internet,two year,70.21,1703.33,electronic check,no,25-48 Months,No,Medium Value
C02235,55,fiber optic,two year,61.41,2901.59,credit card,yes,49-72 Months,No,Medium Value
C02236,56,fiber optic,month-to-month,45.89,2837.34,bank transfer,no,49-72 Months,No,Medium Value
C02237,48,fiber optic,month-to-month,75.99,3189.3,credit card,no,25-48 Months,No,Medium Value
C02238,13,dsl,month-to-month,55.21,636.26,mailed check,no,13-24 Months,No,Medium Value
C02239,12,dsl,month-to-month,42.08,525.28,bank transfer,no,0-12 Months,No,Medium Value
C02240,23,no internet,month-to-month,77.95,1929.9,bank transfer,yes,13-24 Months,No,Medium Value
C02241,12,fiber optic,month-to-month,42.84,534.61,mailed check,yes,0-12 Months,Yes,Medium Value
C02242,46,unknown,month-to-month,71.72,3382.74,electronic check,no,25-48 Months,No,Medium Value
C02243,55,dsl,two year,55.91,2855.8,bank transfer,no,49-72 Months,No,Medium Value
C02244,31,fiber optic,month-to-month,37.43,1055.28,unknown,no,25-48 Months,No,Low Value
C02245,39,dsl,month-to-month,49.94,1884.18,electronic check,no,25-48 Months,No,Medium Value
C02246,23,fiber optic,two year,90.03,1957.91,electronic check,yes,13-24 Months,No,High Value
C02247,17,fiber optic,month-to-month,100.13,1630.4,bank transfer,no,13-24 Months,No,High Value
C02248,13,dsl,one year,75.24,934.09,credit card,no,13-24 Months,No,Medium Value
C02249,31,dsl,two year,68.36,2366.75,electronic check,no,25-48 Months,No,Medium Value
C02250,68,dsl,month-to-month,64.67,4088.79,electronic check,no,49-72 Months,No,Medium Value
C02251,65,fiber optic,month-to-month,92.76,6062.47,credit card,no,49-72 Months,No,High Value
C02252,1,dsl,month-to-month,49.66,44.97,credit card,yes,0-12 Months,No,Medium Value
C02253,62,dsl,month-to-month,77.3,4880.78,bank transfer,no,49-72 Months,No,Medium Value
C02254,59,fiber optic,one year,124.35,6927.41,electronic check,no,49-72 Months,No,High Value
C02255,6,dsl,month-to-month,86.81,513.52,electronic check,no,0-12 Months,No,High Value
C02256,14,fiber optic,month-to-month,88.56,1183.77,electronic check,no,13-24 Months,No,High Value
C02257,47,dsl,two year,31.44,1489.41,electronic check,no,25-48 Months,No,Low Value
C02258,29,fiber optic,month-to-month,15.0,369.94,electronic check,no,25-48 Months,No,Low Value
C02259,1,fiber optic,month-to-month,41.01,46.39,electronic check,yes,0-12 Months,Yes,Medium Value
C02260,66,fiber optic,month-to-month,120.76,7806.15,credit card,yes,49-72 Months,No,High Value
C02261,54,fiber optic,month-to-month,90.25,4561.86,electronic check,yes,49-72 Months,No,High Value
C02262,21,no internet,two year,101.08,2202.58,bank transfer,no,13-24 Months,No,High Value
C02263,13,fiber optic,one year,99.66,1254.61,mailed check,yes,13-24 Months,No,High Value
C02264,14,dsl,month-to-month,42.78,680.91,credit card,no,13-24 Months,No,Medium Value
C02265,49,fiber optic,month-to-month,31.28,1417.32,electronic check,no,49-72 Months,No,Low Value
C02266,13,dsl,month-to-month,71.49,1021.52,mailed check,no,13-24 Months,No,Medium Value
C02267,33,fiber optic,two year,66.54,2096.56,bank transfer,no,25-48 Months,No,Medium Value
C02268,2,dsl,month-to-month,67.24,115.29,mailed check,no,0-12 Months,No,Medium Value
C02269,43,fiber optic,month-to-month,95.16,4024.57,bank transfer,no,25-48 Months,No,High Value
C02270,16,dsl,one year,49.57,721.94,electronic check,no,13-24 Months,No,Medium Value
C02271,47,fiber optic,month-to-month,101.38,4400.94,electronic check,no,25-48 Months,No,High Value
C02272,34,fiber optic,two year,41.1,1218.61,electronic check,no,25-48 Months,No,Medium Value
C02273,32,fiber optic,month-to-month,77.75,2740.58,mailed check,no,25-48 Months,No,Medium Value
C02274,61,unknown,month-to-month,44.13,2507.63,electronic check,no,49-72 Months,No,Medium Value
C02275,60,dsl,month-to-month,91.14,5528.11,mailed check,yes,49-72 Months,No,High Value
C02276,54,fiber optic,month-to-month,54.68,3234.72,mailed check,yes,49-72 Months,No,Medium Value
C02277,16,no internet,month-to-month,40.69,639.55,electronic check,yes,13-24 Months,No,Medium Value
C02278,57,no internet,month-to-month,93.54,5931.35,mailed check,yes,49-72 Months,No,High Value
C02279,72,no internet,month-to-month,48.48,3849.63,electronic check,yes,49-72 Months,No,Medium Value
C02280,8,fiber optic,two year,54.54,436.32,credit card,no,0-12 Months,No,Medium Value
C02281,29,dsl,month-to-month,71.41,1808.53,mailed check,yes,25-48 Months,No,Medium Value
C02282,17,fiber optic,month-to-month,57.47,936.07,electronic check,yes,13-24 Months,No,Medium Value
C02283,47,fiber optic,month-to-month,15.78,716.19,unknown,no,25-48 Months,No,Low Value
C02284,13,no internet,month-to-month,96.94,1143.26,credit card,yes,13-24 Months,No,High Value
C02285,64,dsl,two year,100.18,6045.03,electronic check,no,49-72 Months,No,High Value
C02286,7,dsl,one year,71.26,523.46,electronic check,no,0-12 Months,No,Medium Value
C02287,10,no internet,two year,95.42,1041.37,electronic check,no,0-12 Months,No,High Value
C02288,46,fiber optic,month-to-month,49.03,1961.34,bank transfer,no,25-48 Months,No,Medium Value
C02289,32,dsl,month-to-month,81.06,2903.01,electronic check,no,25-48 Months,No,High Value
C02290,36,fiber optic,month-to-month,63.9,2599.17,electronic check,yes,25-48 Months,No,Medium Value
C02291,50,dsl,month-to-month,56.42,2814.23,electronic check,no,49-72 Months,No,Medium Value
C02292,67,no internet,month-to-month,83.69,5349.95,electronic check,no,49-72 Months,No,High Value
C02293,20,fiber optic,month-to-month,61.26,1179.65,credit card,yes,13-24 Months,No,Medium Value
C02294,48,dsl,two year,113.7,5094.61,credit card,no,25-48 Months,No,High Value
C02295,8,dsl,month-to-month,79.59,557.81,credit card,no,0-12 Months,No,Medium Value
C02296,40,fiber optic,two year,65.97,2778.85,mailed check,no,25-48 Months,No,Medium Value
C02297,40,no internet,month-to-month,78.61,3232.7,electronic check,no,25-48 Months,No,Medium Value
C02298,65,dsl,two year,89.54,5423.45,credit card,yes,49-72 Months,No,High Value
C02299,30,fiber optic,one year,94.76,3206.66,electronic check,no,25-48 Months,No,High Value
C02300,47,dsl,two year,80.78,4120.55,credit card,no,25-48 Months,No,High Value
C02301,62,fiber optic,month-to-month,70.21,6235.31,credit card,yes,49-72 Months,No,Medium Value
C02302,53,fiber optic,month-to-month,104.22,5292.16,electronic check,no,49-72 Months,No,High Value
C02303,49,no internet,month-to-month,123.31,6277.03,bank transfer,yes,49-72 Months,No,High Value
C02304,24,no internet,month-to-month,91.11,1983.4,electronic check,no,13-24 Months,No,High Value
C02305,65,dsl,month-to-month,71.36,4924.61,credit card,yes,49-72 Months,No,Medium Value
C02306,39,dsl,one year,56.25,2461.87,electronic check,no,25-48 Months,No,Medium Value
C02307,41,no internet,two year,47.01,1675.93,credit card,no,25-48 Months,No,Medium Value
C02308,52,fiber optic,month-to-month,55.56,3028.43,credit card,no,49-72 Months,No,Medium Value
C02309,44,fiber optic,month-to-month,50.31,2373.45,mailed check,yes,25-48 Months,No,Medium Value
C02310,62,unknown,two year,109.28,5774.01,electronic check,no,49-72 Months,No,High Value
C02311,29,dsl,one year,47.15,1367.35,electronic check,no,25-48 Months,No,Medium Value
C02312,32,fiber optic,one year,67.43,2157.76,electronic check,no,25-48 Months,No,Medium Value
C02313,60,fiber optic,month-to-month,92.74,4768.15,credit card,no,49-72 Months,No,High Value
C02314,72,fiber optic,one year,87.23,5441.81,mailed check,no,49-72 Months,No,High Value
C02315,45,dsl,month-to-month,78.65,3292.51,unknown,no,25-48 Months,No,Medium Value
C02316,60,fiber optic,two year,82.94,4832.58,mailed check,no,49-72 Months,No,High Value
C02317,53,fiber optic,month-to-month,87.8,4509.2,mailed check,yes,49-72 Months,No,High Value
C02318,35,fiber optic,month-to-month,45.19,1346.59,mailed check,yes,25-48 Months,No,Medium Value
C02319,38,dsl,two year,60.6,2207.39,credit card,no,25-48 Months,No,Medium Value
C02320,28,dsl,month-to-month,74.43,1884.55,credit card,no,25-48 Months,No,Medium Value
C02321,72,fiber optic,month-to-month,58.32,3725.93,mailed check,yes,49-72 Months,No,Medium Value
C02322,12,unknown,month-to-month,70.21,837.42,credit card,no,0-12 Months,No,Medium Value
C02323,12,dsl,two year,59.83,631.6,electronic check,no,0-12 Months,No,Medium Value
C02324,37,fiber optic,month-to-month,81.11,3166.03,bank transfer,no,25-48 Months,No,High Value
C02325,34,dsl,month-to-month,60.36,2147.98,electronic check,no,25-48 Months,No,Medium Value
C02326,51,no internet,one year,76.58,3951.73,credit card,no,49-72 Months,No,Medium Value
C02327,26,dsl,one year,121.78,3412.83,credit card,no,25-48 Months,No,High Value
C02328,63,dsl,month-to-month,80.41,4314.54,bank transfer,no,49-72 Months,No,High Value
C02329,57,unknown,month-to-month,101.34,5144.26,mailed check,yes,49-72 Months,No,High Value
C02330,58,dsl,one year,67.77,3563.22,mailed check,no,49-72 Months,No,Medium Value
C02331,37,dsl,month-to-month,50.44,1757.63,mailed check,no,25-48 Months,No,Medium Value
C02332,27,fiber optic,two year,70.21,3133.98,electronic check,no,25-48 Months,No,Medium Value
C02333,57,fiber optic,month-to-month,80.51,4992.49,credit card,no,49-72 Months,No,High Value
C02334,41,dsl,month-to-month,50.3,1774.7,credit card,no,25-48 Months,No,Medium Value
C02335,39,no internet,two year,76.92,2580.48,electronic check,no,25-48 Months,No,Medium Value
C02336,64,dsl,month-to-month,68.26,3878.04,electronic check,no,49-72 Months,No,Medium Value
C02337,65,fiber optic,one year,39.25,2406.03,mailed check,no,49-72 Months,No,Low Value
C02338,64,fiber optic,month-to-month,48.1,3152.71,electronic check,no,49-72 Months,No,Medium Value
C02339,26,dsl,one year,46.14,1111.66,bank transfer,no,25-48 Months,No,Medium Value
C02340,51,dsl,month-to-month,57.78,3210.33,credit card,no,49-72 Months,No,Medium Value
C02341,35,unknown,two year,35.68,1091.06,electronic check,yes,25-48 Months,No,Low Value
C02342,2,no internet,one year,91.38,196.68,mailed check,no,0-12 Months,No,High Value
C02343,52,dsl,two year,103.36,5685.91,electronic check,no,49-72 Months,No,High Value
C02344,67,no internet,month-to-month,95.18,6377.06,credit card,no,49-72 Months,No,High Value
C02345,45,no internet,one year,65.55,3259.04,mailed check,no,25-48 Months,No,Medium Value
C02346,68,unknown,month-to-month,62.31,3619.55,bank transfer,no,49-72 Months,No,Medium Value
C02347,35,fiber optic,month-to-month,65.57,2140.1,mailed check,yes,25-48 Months,No,Medium Value
C02348,66,dsl,two year,15.0,929.32,electronic check,yes,49-72 Months,No,Low Value
C02349,33,fiber optic,month-to-month,55.99,1810.49,electronic check,yes,25-48 Months,No,Medium Value
C02350,70,unknown,month-to-month,61.86,4313.41,credit card,no,49-72 Months,No,Medium Value
C02351,49,fiber optic,month-to-month,86.9,4029.07,credit card,yes,49-72 Months,No,High Value
C02352,11,dsl,month-to-month,111.52,1341.59,credit card,no,0-12 Months,No,High Value
C02353,23,dsl,one year,98.66,2344.88,electronic check,no,13-24 Months,No,High Value
C02354,18,no internet,one year,48.27,836.95,electronic check,no,13-24 Months,No,Medium Value
C02355,7,no internet,month-to-month,31.47,242.95,electronic check,yes,0-12 Months,No,Low Value
C02356,68,fiber optic,one year,61.33,4281.81,electronic check,no,49-72 Months,No,Medium Value
C02357,0,no internet,one year,71.19,71.79,mailed check,yes,0-12 Months,No,Medium Value
C02358,58,fiber optic,month-to-month,87.84,5831.88,electronic check,no,49-72 Months,No,High Value
C02359,30,fiber optic,month-to-month,83.23,2187.19,bank transfer,yes,25-48 Months,No,High Value
C02360,64,no internet,month-to-month,126.58,7496.17,credit card,no,49-72 Months,No,High Value
C02361,19,no internet,one year,56.14,1206.01,mailed check,no,13-24 Months,No,Medium Value
C02362,19,dsl,one year,70.21,644.15,mailed check,no,13-24 Months,No,Medium Value
C02363,52,dsl,month-to-month,64.51,3317.95,credit card,no,49-72 Months,No,Medium Value
C02364,50,fiber optic,two year,92.28,5041.12,credit card,no,49-72 Months,No,High Value
C02365,31,fiber optic,one year,70.11,2321.38,electronic check,yes,25-48 Months,No,Medium Value
C02366,59,dsl,month-to-month,42.31,2663.82,electronic check,no,49-72 Months,No,Medium Value
C02367,45,dsl,one year,91.37,3942.15,credit card,no,25-48 Months,No,High Value
C02368,46,no internet,month-to-month,59.84,2929.95,electronic check,no,25-48 Months,No,Medium Value
C02369,59,dsl,month-to-month,15.0,880.69,bank transfer,no,49-72 Months,No,Low Value
C02370,60,dsl,one year,37.71,2032.45,bank transfer,no,49-72 Months,No,Low Value
C02371,18,no internet,month-to-month,77.24,1534.54,credit card,yes,13-24 Months,No,Medium Value
C02372,20,fiber optic,month-to-month,66.58,1237.15,mailed check,no,13-24 Months,No,Medium Value
C02373,44,dsl,month-to-month,66.36,2633.33,credit card,yes,25-48 Months,No,Medium Value
C02374,31,no internet,one year,16.15,429.87,bank transfer,no,25-48 Months,No,Low Value
C02375,16,no internet,month-to-month,50.43,708.68,electronic check,no,13-24 Months,No,Medium Value
C02376,37,fiber optic,month-to-month,74.29,2592.61,electronic check,no,25-48 Months,No,Medium Value
C02377,58,dsl,two year,70.21,1319.69,electronic check,no,49-72 Months,No,Medium Value
C02378,0,dsl,month-to-month,49.52,54.88,credit card,no,0-12 Months,No,Medium Value
C02379,21,dsl,month-to-month,59.07,1163.85,electronic check,no,13-24 Months,No,Medium Value
C02380,19,dsl,month-to-month,71.39,1491.3,credit card,yes,13-24 Months,No,Medium Value
C02381,51,dsl,two year,102.7,4864.3,mailed check,no,49-72 Months,No,High Value
C02382,14,dsl,two year,98.87,1526.51,credit card,no,13-24 Months,No,High Value
C02383,40,fiber optic,month-to-month,44.15,1511.17,credit card,yes,25-48 Months,No,Medium Value
C02384,50,dsl,month-to-month,50.23,2873.18,electronic check,no,49-72 Months,No,Medium Value
C02385,59,dsl,month-to-month,78.71,4020.29,bank transfer,no,49-72 Months,No,Medium Value
C02386,22,fiber optic,month-to-month,87.28,1694.14,bank transfer,no,13-24 Months,No,High Value
C02387,62,fiber optic,month-to-month,86.56,5694.43,unknown,no,49-72 Months,No,High Value
C02388,40,dsl,one year,56.23,1955.59,bank transfer,no,25-48 Months,No,Medium Value
C02389,39,fiber optic,month-to-month,78.87,2691.82,mailed check,yes,25-48 Months,No,Medium Value
C02390,8,dsl,month-to-month,76.82,545.86,mailed check,no,0-12 Months,No,Medium Value
C02391,13,dsl,month-to-month,66.39,748.67,bank transfer,no,13-24 Months,No,Medium Value
C02392,12,fiber optic,one year,77.86,999.88,bank transfer,no,0-12 Months,No,Medium Value
C02393,7,fiber optic,month-to-month,67.4,482.88,credit card,yes,0-12 Months,Yes,Medium Value
C02394,18,fiber optic,month-to-month,98.3,1670.53,mailed check,yes,13-24 Months,No,High Value
C02395,29,dsl,month-to-month,81.46,2515.83,bank transfer,no,25-48 Months,No,High Value
